OID_,UID,Xsugg,Ysugg,Type_,Unit,Walker,PassGrid,Section_,SherdNo,VesselPart,PartType,VesselType,OtherType,Thickness,Coarseness,MaxSize,Feature,Comments,FabricType,MNLN,FNEB1,EB2,LPrePal,FPal,SPal,TPal,PPalPG,Geom,Arch,Class,Hell,ERom,MRom,LRom,EByz,MByz,EVen,MVen,LVen,Recent,Other,DDLat,DDLon,ORIG_OID
,7745-1955-V-1,707745.599999999976717,3971953.500000000000000,grid,7745-1955,29,35,V,1,R and H,HV,SOpe,Carinated or Hemispherical Cup,Tn,F,3.600000000000000,Y,Rim and thin strap handle rising above rim; handle width 2.4 cm (either Vapheio or carinated cup). Probably same vessel as 2.,FIN,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86980782,23.30104386,8284
,7745-1955-V-10,707746.500000000000000,3971957.600000000093132,grid,7745-1955,29,35,V,10,B,U,U,U,M,M,4.900000000000000,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86984457,23.30105488,8285
,7745-1955-V-11,707747.900000000023283,3971954.799999999813735,grid,7745-1955,29,35,V,11,B,U,U,U,M,C,3.200000000000000,N,,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86981905,23.30106965,8286
,7745-1955-V-14,707744.199999999953434,3971956.700000000186265,grid,7745-1955,29,35,V,14,B,U,U,U,Tn,F,2.700000000000000,N,,FIN,0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86983695,23.30102919,8287
,7745-1955-V-17,707744.300000000046566,3971955.899999999906868,grid,7745-1955,29,35,V,17,B,U,U,U,M,C,2.200000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86982972,23.30103009,8288
,7745-1955-V-19,707746.800000000046566,3971954.700000000186265,grid,7745-1955,29,35,V,19,B,U,U,U,M,C,2.500000000000000,N,Platy version of this fabric?,SHA,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86981838,23.30105745,8289
,7745-1955-V-2,707742.099999999976717,3971956.500000000000000,grid,7745-1955,29,35,V,2,H,HV,SOpe,Vapheio Cup?,Tn,F,2.800000000000000,Y,Probably terminus of Vapheio or carinated cup strap handle.,FIN,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86983559,23.30100590,8290
,7745-1955-V-3,707745.000000000000000,3971956.399999999906868,grid,7745-1955,29,35,V,3,B,U,U,U,M,C,1.800000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86983408,23.30103797,8291
,7745-1955-V-30,707741.900000000023283,3971954.500000000000000,grid,7745-1955,29,35,V,30,B,U,U,U,M,C,1.400000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86981762,23.30100316,8292
,7745-1955-V-4,707742.400000000023283,3971952.000000000000000,grid,7745-1955,29,35,V,4,B,U,U,U,Tn,F,2.500000000000000,N,,FIN,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86979499,23.30100805,8293
,7745-1955-V-5,707743.099999999976717,3971959.399999999906868,grid,7745-1955,29,35,V,5,B,U,U,U,M,C,1.700000000000000,N,,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86986151,23.30101772,8294
,7745-1955-V-6,707744.599999999976717,3971955.600000000093132,grid,7745-1955,29,35,V,6,B,U,U,U,M,C,1.600000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86982695,23.30103333,8295
,7745-1955-V-7,707744.599999999976717,3971950.299999999813735,grid,7745-1955,29,35,V,7,B,U,U,U,M,C,2.200000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86977921,23.30103195,8296
,7745-1955-V-8,707743.300000000046566,3971951.799999999813735,grid,7745-1955,29,35,V,8,B,U,U,U,M,C,2.200000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86979300,23.30101795,8297
,7745-1955-V-9,707741.400000000023283,3971952.200000000186265,grid,7745-1955,29,35,V,9,B,U,U,U,M,C,2.600000000000000,N,"Coarse, grainy matrix.",SAT(a-b?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86979700,23.30099703,8298
,7745-1965-S-1,707744.400000000023283,3971968.799999999813735,grid,7745-1965,28,35,S,1,H,HH,U,U,M,C,3.300000000000000,Y,Rounded ovoid handle from small to medium sized vessel,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86994591,23.30103456,8299
,7745-1965-V-1,707743.900000000023283,3971963.899999999906868,grid,7745-1965,28,35,V,1,H,U,U,U,M,C,4.500000000000000,Y,Ovoid handle from medium sized vessel,SATc,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86990188,23.30102775,8300
,7745-1965-V-10,707741.900000000023283,3971965.899999999906868,grid,7745-1965,28,35,V,10,B,U,U,U,Tn,F,2.300000000000000,N,,FIN,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86992032,23.30100613,8301
,7745-1965-V-11,707746.199999999953434,3971964.500000000000000,grid,7745-1965,28,35,V,11,B,U,U,U,Tn,F,2.500000000000000,N,,FIN,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86990679,23.30105336,8302
,7745-1965-V-2,707746.699999999953434,3971965.600000000093132,grid,7745-1965,28,35,V,2,B,U,U,U,M,C,1.900000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86991660,23.30105918,8303
,7745-1965-V-3,707747.000000000000000,3971962.700000000186265,grid,7745-1965,28,35,V,3,B,U,U,U,M,C,3.600000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86989041,23.30106175,8304
,7745-1965-V-4,707743.500000000000000,3971965.000000000000000,grid,7745-1965,28,35,V,4,B,U,U,U,M,C,4.400000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86991187,23.30102361,8305
,7745-1965-V-5,707743.400000000023283,3971964.700000000186265,grid,7745-1965,28,35,V,5,B,U,U,U,M,C,3.500000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86990919,23.30102242,8306
,7745-1965-V-6,707740.699999999953434,3971966.500000000000000,grid,7745-1965,28,35,V,6,B,U,U,U,M,C,1.100000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86992598,23.30099301,8307
,7745-1965-V-7,707746.500000000000000,3971969.899999999906868,grid,7745-1965,28,35,V,7,B,U,U,U,M,C,2.100000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86995538,23.30105809,8308
,7745-1965-V-8,707748.300000000046566,3971965.399999999906868,grid,7745-1965,28,35,V,8,B,U,U,U,M,C,1.400000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86991446,23.30107684,8309
,7745-1965-V-9,707745.800000000046566,3971961.799999999813735,grid,7745-1965,28,35,V,9,B,U,U,U,M,C,1.600000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86988255,23.30104823,8310
,7745-1975-V-1,707741.099999999976717,3971976.000000000000000,grid,7745-1975,57,35,V,1,B,U,U,U,M,C,3.600000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87001148,23.30099991,8311
,7745-1975-V-2,707741.099999999976717,3971976.100000000093132,grid,7745-1975,57,35,V,2,B,U,U,U,M,C,1.900000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87001238,23.30099994,8312
,7755-1895-V-10,707751.500000000000000,3971890.600000000093132,grid,7755-1895,47,36,V,10,B,U,U,U,M,C,1.000000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86923992,23.30109277,8313
,7755-1895-V-11,707755.800000000046566,3971898.700000000186265,grid,7755-1895,47,36,V,11,B,U,U,U,M,C,1.300000000000000,N,A more crystalline version of this fabric?,SHA,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86931198,23.30114247,8314
,7755-1895-V-12,707754.500000000000000,3971897.299999999813735,grid,7755-1895,47,36,V,12,B,U,U,U,M,C,2.000000000000000,N,A more crystalline version of this fabric?,SHA,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86929964,23.30112772,8315
,7755-1895-V-13,707750.300000000046566,3971890.100000000093132,grid,7755-1895,47,36,V,13,B,U,U,U,M,C,3.200000000000000,N,A more crystalline version of this fabric?,SHA,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86923567,23.30107935,8316
,7755-1895-V-14,707751.900000000023283,3971894.200000000186265,grid,7755-1895,47,36,V,14,B,U,U,U,M,C,3.100000000000000,N,,MUT(b?),0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86927226,23.30109813,8317
,7755-1895-V-3,707754.800000000046566,3971893.500000000000000,grid,7755-1895,47,36,V,3,B,U,U,U,M,C,1.200000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86926534,23.30113005,8318
,7755-1895-V-4,707759.500000000000000,3971893.100000000093132,grid,7755-1895,47,36,V,4,B,U,U,U,M,C,1.900000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86926074,23.30118196,8319
,7755-1895-V-5,707753.300000000046566,3971892.799999999813735,grid,7755-1895,47,36,V,5,B,U,U,U,M,C,1.700000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86925935,23.30111326,8320
,7755-1895-V-6,707754.199999999953434,3971898.700000000186265,grid,7755-1895,47,36,V,6,B,U,U,U,M,C,2.600000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86931231,23.30112476,8321
,7755-1895-V-7,707752.800000000046566,3971890.299999999813735,grid,7755-1895,47,36,V,7,B,U,U,U,M,C,1.300000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86923694,23.30110708,8322
,7755-1895-V-8,707759.000000000000000,3971895.399999999906868,grid,7755-1895,47,36,V,8,B,U,U,U,M,C,2.000000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86928157,23.30117703,8323
,7755-1895-V-9,707754.300000000046566,3971890.200000000186265,grid,7755-1895,47,36,V,9,B,U,U,U,M,C,1.000000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86923572,23.30112365,8324
,7755-1905-S-1,707757.300000000046566,3971907.100000000093132,grid,7755-1905,29,36,S,1,H,U,U,U,M,C,4.500000000000000,Y,Thick ovoid strap from medium sized vessel,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86938733,23.30116126,8325
,7755-1905-V-1,707754.199999999953434,3971906.299999999813735,grid,7755-1905,29,36,V,1,R,U,SOpe?,U,Tn,F,1.400000000000000,Y,Small thickened rim of possible rounded cup,FIN,0,0,0,10,40,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86938078,23.30112674,8326
,7755-1905-V-3,707753.500000000000000,3971906.299999999813735,grid,7755-1905,29,36,V,3,B,U,U,U,M,C,2.100000000000000,N,"Coarse, grainy matrix.",SAT(a-b?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86938093,23.30111899,8327
,7755-1905-V-4,707753.500000000000000,3971901.799999999813735,grid,7755-1905,29,36,V,4,B,U,U,U,M,C,5.400000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86934039,23.30111782,8328
,7755-1915-V-10,707759.599999999976717,3971911.200000000186265,grid,7755-1915,49,36,V,10,B,U,U,U,M,C,1.700000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86942378,23.30118779,8329
,7755-1915-V-6,707758.599999999976717,3971912.799999999813735,grid,7755-1915,49,36,V,6,B,U,U,U,M,C,1.000000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86943841,23.30117714,8330
,7755-1915-V-7,707750.699999999953434,3971912.299999999813735,grid,7755-1915,49,36,V,7,B,U,U,U,M,C,2.500000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86943558,23.30108957,8331
,7755-1915-V-8,707752.699999999953434,3971918.799999999813735,grid,7755-1915,49,36,V,8,B,U,U,U,M,C,1.000000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86949371,23.30111340,8332
,7755-1915-V-9,707752.699999999953434,3971910.100000000093132,grid,7755-1915,49,36,V,9,B,U,U,U,M,C,2.000000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86941533,23.30111113,8333
,7755-1925-V-1,707757.400000000023283,3971928.899999999906868,grid,7755-1925,58,36,V,1,R?,U,U,U,M,C,2.700000000000000,Y,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86958370,23.30116805,8334
,7755-1945-V-1,707750.300000000046566,3971940.700000000186265,grid,7755-1945,47,35,V,1,B,U,U,U,M,C,2.300000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86969151,23.30109254,8335
,7755-1955-S-1,707750.099999999976717,3971950.200000000186265,grid,7755-1955,43,35,S,1,Ba,BF,U,U,Tk,C,6.000000000000000,Y,Base diameter 10 cm; very upright walls and flanged base (conical profile),SAT,0,0,0,0,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86977714,23.30109280,8336
,7755-1955-V-1,707755.599999999976717,3971958.399999999906868,grid,7755-1955,47,35,V,1,B,U,U,U,M,C,2.800000000000000,N,,MUT(b?),0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86984985,23.30115581,8337
,7755-1955-V-2,707751.900000000023283,3971957.600000000093132,grid,7755-1955,47,35,V,2,B,U,U,U,M,C,2.800000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86984342,23.30111465,8338
,7755-1955-V-3,707750.599999999976717,3971956.500000000000000,grid,7755-1955,47,35,V,3,B,U,U,U,M,C,2.000000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86983379,23.30109998,8339
,7755-1955-V-4,707756.900000000023283,3971951.200000000186265,grid,7755-1955,47,35,V,4,B,U,U,U,M,C,2.000000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86978471,23.30116833,8340
,7755-1965-S-6,707753.099999999976717,3971964.299999999813735,grid,7755-1965,43,35,S,6,B,U,U,U,M,C,1.800000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86990353,23.30112968,8341
,7755-1975-S-1,707752.000000000000000,3971972.299999999813735,grid,7755-1975,28,35,S,1,H,HH,U,U,M,C,4.900000000000000,Y,Rounded ovoid section handle from medium sized vessel,SATc,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86997583,23.30111959,8342
,7755-1975-S-11,707758.099999999976717,3971974.899999999906868,grid,7755-1975,28,35,S,11,B,U,U,U,M,C,1.600000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86999796,23.30118778,8343
,7755-1975-S-12,707753.099999999976717,3971976.799999999813735,grid,7755-1975,28,35,S,12,B,U,U,U,M,C,1.000000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87001614,23.30113294,8344
,7755-1975-S-2,707752.800000000046566,3971975.899999999906868,grid,7755-1975,28,35,S,2,H,HH,U,U,M,C,6.700000000000000,Y,Thick ovoid section handle from medium to large vessel,CAL(a?),0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87000809,23.30112938,8345
,7755-1975-S-7,707755.699999999953434,3971971.000000000000000,grid,7755-1975,28,35,S,7,B,U,U,U,M,M,1.500000000000000,N,,GRO,0,5,20,20,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35.86996334,23.30116020,8346
,7755-1975-S-8,707757.800000000046566,3971970.200000000186265,grid,7755-1975,28,35,S,8,B,U,U,U,M,C,1.400000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86995568,23.30118324,8347
,7755-1975-S-9,707752.800000000046566,3971971.299999999813735,grid,7755-1975,28,35,S,9,B,U,U,U,M,M,1.300000000000000,N,,SAT(c?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86996665,23.30112819,8348
,7755-1975-V-1,707755.900000000023283,3971970.299999999813735,grid,7755-1975,28,35,V,1,L,U,CPot,U,M,C,7.700000000000000,Y,Medium- sized leg of a tripod cooking pot with a rounded ovoid section at top tapering to a rounded point at the bottom. (petrography sample ASP187),SATc,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86995699,23.30116224,8349
,7755-1975-V-10,707752.000000000000000,3971971.899999999906868,grid,7755-1975,28,35,V,10,B,U,U,U,M,C,1.700000000000000,N,,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86997223,23.30111949,8350
,7755-1975-V-11,707753.800000000046566,3971973.299999999813735,grid,7755-1975,28,35,V,11,B,U,U,U,M,C,2.200000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86998446,23.30113977,8351
,7755-1975-V-13,707759.099999999976717,3971972.500000000000000,grid,7755-1975,28,35,V,13,B,U,U,U,M,C,4.000000000000000,N,,SAT(c?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86997613,23.30119823,8352
,7755-1975-V-14,707750.000000000000000,3971977.200000000186265,grid,7755-1975,28,35,V,14,B,U,U,U,M,C,2.200000000000000,N,,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87002040,23.30109873,8353
,7755-1975-V-15,707754.800000000046566,3971971.100000000093132,grid,7755-1975,28,35,V,15,B,U,U,U,Tn,C,2.600000000000000,Y,Shallow ridging,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86996443,23.30115027,8354
,7755-1975-V-16,707752.199999999953434,3971974.100000000093132,grid,7755-1975,28,35,V,16,B,U,U,U,M,C,1.500000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86999201,23.30112227,8355
,7755-1975-V-17,707755.300000000046566,3971979.100000000093132,grid,7755-1975,28,35,V,17,B,U,U,U,M,C,1.200000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87003639,23.30115789,8356
,7755-1975-V-18,707754.500000000000000,3971971.000000000000000,grid,7755-1975,28,35,V,18,B,U,U,U,M,C,1.500000000000000,N,,GRO,0,5,20,20,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35.86996359,23.30114692,8357
,7755-1975-V-19,707758.400000000023283,3971970.299999999813735,grid,7755-1975,28,35,V,19,B,U,U,U,M,C,1.500000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86995646,23.30118991,8358
,7755-1975-V-20,707757.699999999953434,3971976.399999999906868,grid,7755-1975,28,35,V,20,B,U,U,U,Tn,C,1.000000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87001156,23.30118375,8359
,7755-1975-V-21,707750.099999999976717,3971973.000000000000000,grid,7755-1975,28,35,V,21,B,U,U,U,Tn,C,1.100000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86998254,23.30109874,8360
,7755-1975-V-3,707753.599999999976717,3971977.299999999813735,grid,7755-1975,28,35,V,3,R,U,LOpe,Pan?,M,M,3.100000000000000,Y,,GRO?,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,35.87002054,23.30113860,8361
,7755-1985-S-1,707754.000000000000000,3971982.299999999813735,grid,7755-1985,57,35,S,1,B,U,SOpe,U,Tn,F,3.000000000000000,Y,Black slip on exterior,FIN,0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.87006550,23.30114433,8362
,7765-1895-V-1,707766.800000000046566,3971898.000000000000000,grid,7765-1895,7,36,V,1,R,U,LOpe,U,M,C,5.900000000000000,Y,Rim diameter 28-32 cm; large flaring bowl rim,SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86930334,23.30126404,8363
,7765-1895-V-2,707769.800000000046566,3971895.700000000186265,grid,7765-1895,7,36,V,2,H,U,U,U,M,C,3.500000000000000,Y,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86928198,23.30129664,8364
,7765-1895-V-3,707765.099999999976717,3971893.000000000000000,grid,7765-1895,7,36,V,3,R,U,U,U,M,C,3.300000000000000,Y,"Coarse, grainy matrix.",SAT(a-b?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86925865,23.30124392,8365
,7765-1895-V-4,707769.599999999976717,3971891.799999999813735,grid,7765-1895,7,36,V,4,B,U,U,U,M,C,3.000000000000000,N,"Coarse, grainy matrix.",SAT(a-b?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86924689,23.30129341,8366
,7765-1895-V-5,707769.900000000023283,3971892.899999999906868,grid,7765-1895,7,36,V,5,B,U,U,U,Tn,F,2.100000000000000,N,,FIN,0,0,10,20,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86925673,23.30129702,8367
,7765-1895-V-6,707769.500000000000000,3971892.200000000186265,grid,7765-1895,7,36,V,6,B,U,U,U,M,C,1.900000000000000,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86925051,23.30129241,8368
,7765-1895-V-7,707766.800000000046566,3971892.399999999906868,grid,7765-1895,7,36,V,7,B,U,U,U,M,C,1.800000000000000,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86925289,23.30126258,8369
,7765-1895-V-8,707760.500000000000000,3971890.700000000186265,grid,7765-1895,7,36,V,8,B,U,U,U,M,C,2.200000000000000,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86923891,23.30119240,8370
,7765-1895-V-9,707760.199999999953434,3971894.399999999906868,grid,7765-1895,7,36,V,9,B,U,U,U,M,C,2.300000000000000,N,,GRO,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86927230,23.30119005,8371
,7765-1905-S-1,707765.000000000000000,3971905.399999999906868,grid,7765-1905,47,36,S,1,H,U,U,U,M,C,3.900000000000000,Y,Ovoid handle from medium sized vessel; pushed through handle attachment,SAT,0,0,0,30,40,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86937038,23.30124604,8372
,7765-1905-S-2,707766.300000000046566,3971906.299999999813735,grid,7765-1905,47,36,S,2,H?,U,U,U,M,C,5.000000000000000,Y,Probably a handle scar,SAT(c?),0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86937822,23.30126067,8373
,7765-1905-V-1,707768.300000000046566,3971909.299999999813735,grid,7765-1905,47,36,V,1,B,U,U,U,M,C,2.000000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86940482,23.30128358,8374
,7765-1905-V-2,707763.500000000000000,3971907.500000000000000,grid,7765-1905,47,36,V,2,B,U,U,U,M,C,1.500000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86938962,23.30122999,8375
,7765-1905-V-3,707760.500000000000000,3971908.799999999813735,grid,7765-1905,47,36,V,3,B,U,U,U,M,C,2.000000000000000,N,,CAL,0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86940197,23.30119712,8376
,7765-1915-V-1,707764.900000000023283,3971910.200000000186265,grid,7765-1915,29,36,V,1,B,U,U,U,M,C,1.900000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86941365,23.30124619,8377
,7765-1915-V-10,707766.599999999976717,3971912.899999999906868,grid,7765-1915,29,36,V,10,B,U,U,U,M,C,1.700000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86943761,23.30126571,8378
,7765-1915-V-11,707760.900000000023283,3971917.299999999813735,grid,7765-1915,29,36,V,11,B,U,U,U,M,C,3.500000000000000,N,,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86947846,23.30120377,8379
,7765-1915-V-2,707766.699999999953434,3971913.200000000186265,grid,7765-1915,29,36,V,2,B,U,U,U,M,C,1.800000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86944029,23.30126689,8380
,7765-1915-V-3,707764.000000000000000,3971911.700000000186265,grid,7765-1915,29,36,V,3,B,U,U,U,M,C,1.500000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86942735,23.30123662,8381
,7765-1915-V-4,707768.000000000000000,3971914.500000000000000,grid,7765-1915,29,36,V,4,B,U,U,U,M,C,1.600000000000000,N,,MIC,0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86945173,23.30128162,8382
